0.0589102 0.589102 
1.73785 2.12077 
2.68041 3.2106 
3.91753 4.62445 
5.39028 5.92047 
6.59794 7.03976 
7.77614 8.24742 
9.27835 9.98527 
10.6038 11.458 
12.106 13.0781 
13.8733 14.8454 
15.9941 16.8189 
17.4374 17.9381 
18.6451 19.5582 
20.3829 21.2077 
22.4742 23.6819 
24.5655 25.4197 
26.3034 27.0987 
27.6289 28.3063 
29.1016 29.6318 
29.8969 30.1915 
30.5449 30.6922 
30.8395 31.1635 
31.4875 31.6642 
31.8115 32.0177 
32.1944 32.43 
32.5773 32.7246 
32.7835 33.0191 
33.2253 33.4315 
33.6377 33.785 
33.9323 33.9912 
34.109 34.1973 
34.3741 34.5214 
34.6392 34.7275 
34.8454 34.9926 
34.9926 35.1105 
35.1694 35.2577 
35.2577 35.405 
35.5523 35.5817 
35.729 35.8763 
35.9941 36.1119 
36.2003 36.1119 
36.2592 36.2887 
36.377 36.4654 
36.4948 36.5538 
36.6421 36.6421 
36.6716 36.8189 
36.8778 36.8778 
9.00103 9.00103 
8.98043 8.98043 
8.97013 8.97013 
8.98043 8.97013 
8.97013 8.97013 
8.97013 8.97013 
8.94954 8.95984 
8.97013 8.95984 
8.95984 8.95984 
8.94954 8.94954 
8.94954 8.91864 
8.92894 8.90834 
8.90834 8.88774 
8.90834 8.88774 
8.88774 8.86715 
8.86715 8.83625 
8.81565 8.78476 
8.76416 8.74356 
8.72297 8.64058 
8.55819 8.52729 
8.4758 8.41401 
8.36251 8.30072 
8.25953 8.16684 
8.08445 8.03296 
7.97116 7.89907 
7.82698 7.75489 
7.65191 7.53862 
7.48713 7.31205 
7.17817 7.00309 
6.9001 6.75592 
6.57055 6.42636 
6.26159 6.1483 
5.93203 5.80844 
5.58187 5.44799 
5.33471 5.09784 
5.04634 4.91246 
4.72709 4.6138 
4.6138 4.34604 
4.10917 3.8414 
3.51184 3.21318 
2.90422 2.47168 
2.3069 2.10093 
1.99794 1.84346 
1.64779 1.43151 
1.24614 1.01957 
0.854789 0.69001 
0.473738 0.205973 
0.102987 0.0205973 
