2.06186 5.15464 
10.3093 14.0206 
21.0309 26.3918 
31.9588 36.0825 
41.4433 47.2165 
52.7835 56.0825 
63.299 71.134 
76.2887 80.2062 
83.7113 88.6598 
93.4021 98.9691 
102.062 106.392 
111.546 117.113 
120 123.093 
126.392 130.103 
133.402 135.67 
138.969 142.474 
145.567 148.866 
151.959 154.433 
157.938 162.474 
164.536 167.01 
171.546 175.464 
180.206 185.155 
189.072 192.784 
195.464 197.938 
203.711 206.598 
208.866 211.959 
214.021 216.082 
218.557 221.443 
225.155 227.629 
230.928 232.371 
234.021 235.258 
236.907 238.351 
240.206 240.825 
242.68 243.299 
244.33 245.567 
246.392 247.423 
247.835 248.454 
249.691 250.309 
250.928 251.546 
252.165 252.577 
252.784 253.608 
253.608 254.433 
254.845 255.464 
256.289 256.289 
256.289 257.526 
257.526 258.144 
258.351 1.73018 
4.32544 10.9578 
16.1483 25.9526 
32.8733 39.794 
46.138 51.0402 
58.2492 65.4583 
70.0721 80.1648 
88.5273 96.6014 
100.062 104.676 
110.443 116.21 
122.842 128.321 
133.512 140.144 
145.335 149.949 
152.544 157.734 
162.348 165.808 
168.692 172.729 
177.631 180.515 
185.417 188.589 
192.049 194.933 
200.412 203.007 
206.179 210.793 
214.542 221.751 
226.941 230.402 
235.592 237.611 
239.918 246.262 
247.703 249.434 
252.317 254.912 
256.066 257.508 
259.238 258.084 
256.066 253.182 
249.434 245.108 
239.918 233.574 
228.095 221.462 
215.984 206.756 
198.97 192.049 
184.264 177.631 
168.404 160.041 
154.562 143.893 
136.684 130.051 
119.67 111.02 
102.657 91.9876 
81.895 72.379 
63.1514 53.9238 
47.0031 37.1988 
29.413 23.3574 
17.0134 9.2276 
3.17199 1.15345 
